
###############################

###############################
ADULT_COMPLEX, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 4402.074821002316, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_test.csv']
patients = pd.read_csv .. & histories = pd.read_csv .., 19.94919776916504, 19.94919776916504, UNKNOWN
data = patients.merge .. , 20.93982696533203, 40.88902473449707, UNKNOWN
complications = data.groupby .. , 8.531808853149414, 49.420833587646484, UNKNOWN
data = data.merge(complications .. , 19.054889678955078, 68.47572326660156, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 19.535064697265625, 88.01078796386719, UNKNOWN
data = data[['smoker', 'las .. , 88.53483200073242, 176.5456199645996, UNKNOWN
train_test_split .. , 13.047933578491211, 189.59355354309082, UNKNOWN
train_test_split .. , 866.2829399108887, 1055.8764934539795, UNKNOWN
train_test_split .. , 121.46210670471191, 1177.3386001586914, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 70.79911231994629, 1248.1377124786377, UNKNOWN
data = patients.merge .. , 16.38627052307129, 1264.523983001709, UNKNOWN
complications = data.groupby .. , 7.216930389404297, 1271.7409133911133, UNKNOWN
data = data.merge(complications .. , 17.519712448120117, 1289.2606258392334, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.5244083404541, 1307.7850341796875, UNKNOWN
data = data[['smoker', 'las .. , 22.214174270629883, 1329.9992084503174, UNKNOWN
train_test_split .. , 29.82187271118164, 1359.821081161499, UNKNOWN
train_test_split .. , 1109.6434593200684, 2469.4645404815674, UNKNOWN
train_test_split .. , 205.9154510498047, 2675.379991531372, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 14.564275741577148, 14.564275741577148, UNKNOWN
data = patients.merge .. , 16.550064086914062, 31.11433982849121, UNKNOWN
complications = data.groupby .. , 5.388975143432617, 36.50331497192383, UNKNOWN
data = data.merge(complications .. , 18.06497573852539, 54.56829071044922, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.215728759765625, 71.78401947021484, UNKNOWN
data = data[['smoker', 'las .. , 84.14125442504883, 155.92527389526367, UNKNOWN
train_test_split .. , 11.566638946533203, 167.49191284179688, UNKNOWN
train_test_split .. , 777.8196334838867, 945.3115463256836, UNKNOWN
train_test_split .. , 99.47800636291504, 1044.7895526885986, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 45.409202575683594, 1090.1987552642822, UNKNOWN
data = patients.merge .. , 14.54782485961914, 1104.7465801239014, UNKNOWN
complications = data.groupby .. , 7.0667266845703125, 1111.8133068084717, UNKNOWN
data = data.merge(complications .. , 15.579700469970703, 1127.3930072784424, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.66626739501953, 1146.059274673462, UNKNOWN
data = data[['smoker', 'las .. , 19.99068260192871, 1166.0499572753906, UNKNOWN
train_test_split .. , 28.875112533569336, 1194.92506980896, UNKNOWN
train_test_split .. , 1171.1361408233643, 2366.061210632324, UNKNOWN
train_test_split .. , 212.54563331604004, 2578.6068439483643, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 13.523340225219727, 2592.130184173584, UNKNOWN
data = patients.merge .. , 17.127513885498047, 2609.257698059082, UNKNOWN
complications = data.groupby .. , 5.02777099609375, 2614.285469055176, UNKNOWN
data = data.merge(complications .. , 16.742467880249023, 2631.027936935425, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 23.18286895751953, 2654.2108058929443, UNKNOWN
data = data[['smoker', 'las .. , 16.52216911315918, 2670.7329750061035, UNKNOWN
train_test_split .. , 12.019157409667969, 2682.7521324157715, UNKNOWN
train_test_split .. , 742.1252727508545, 3424.877405166626, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 20.08676528930664, 20.08676528930664, UNKNOWN
data = patients.merge .. , 18.42188835144043, 38.50865364074707, UNKNOWN
complications = data.groupby .. , 5.504608154296875, 44.013261795043945, UNKNOWN
data = data.merge(complications .. , 17.90308952331543, 61.916351318359375, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.01013946533203, 79.9264907836914, UNKNOWN
data = data[['smoker', 'las .. , 83.68992805480957, 163.61641883850098, UNKNOWN
train_test_split .. , 13.048410415649414, 176.6648292541504, UNKNOWN
train_test_split .. , 764.2886638641357, 940.9534931182861, UNKNOWN
train_test_split .. , 104.79927062988281, 1045.752763748169, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 45.38750648498535, 1091.1402702331543, UNKNOWN
data = patients.merge .. , 15.179634094238281, 1106.3199043273926, UNKNOWN
complications = data.groupby .. , 9.052276611328125, 1115.3721809387207, UNKNOWN
data = data.merge(complications .. , 15.807867050170898, 1131.1800479888916, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.08619499206543, 1149.266242980957, UNKNOWN
data = data[['smoker', 'las .. , 21.924972534179688, 1171.1912155151367, UNKNOWN
train_test_split .. , 30.032873153686523, 1201.2240886688232, UNKNOWN
train_test_split .. , 1120.6951141357422, 2321.9192028045654, UNKNOWN
train_test_split .. , 197.79086112976074, 2519.710063934326, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 15.21921157836914, 15.21921157836914, UNKNOWN
data = patients.merge .. , 20.01047134399414, 35.22968292236328, UNKNOWN
complications = data.groupby .. , 5.005359649658203, 40.235042572021484, UNKNOWN
data = data.merge(complications .. , 17.0133113861084, 57.24835395812988, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.33963394165039, 75.58798789978027, UNKNOWN
data = data[['smoker', 'las .. , 92.27156639099121, 167.85955429077148, UNKNOWN
train_test_split .. , 13.034343719482422, 180.8938980102539, UNKNOWN
train_test_split .. , 806.0648441314697, 986.9587421417236, UNKNOWN
train_test_split .. , 123.77119064331055, 1110.7299327850342, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 612134.4821453094, 613245.2120780945, UNKNOWN
data = patients.merge .. , 23.632526397705078, 613268.8446044922, UNKNOWN
complications = data.groupby .. , 9.505033493041992, 613278.3496379852, UNKNOWN
data = data.merge(complications .. , 21.034717559814453, 613299.384355545, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 27.039766311645508, 613326.4241218567, UNKNOWN
data = data[['smoker', 'las .. , 32.013893127441406, 613358.4380149841, UNKNOWN
train_test_split .. , 38.915395736694336, 613397.3534107208, UNKNOWN
train_test_split .. , 1203.4974098205566, 614600.8508205414, UNKNOWN
train_test_split .. , 213.52434158325195, 614814.3751621246, UNKNOWN
train_test_split .. , 14.343976974487305, 14.343976974487305, UNKNOWN
train_test_split .. , 948.1155872344971, 962.4595642089844, UNKNOWN
train_test_split .. , 105.80062866210938, 1068.2601928710938, UNKNOWN
train_test_split .. , 16.326904296875, 16.326904296875, UNKNOWN
train_test_split .. , 823.0881690979004, 839.4150733947754, UNKNOWN
train_test_split .. , 108.99567604064941, 948.4107494354248, UNKNOWN
train_test_split .. , 36.68975830078125, 985.100507736206, UNKNOWN
train_test_split .. , 1164.3340587615967, 2149.4345664978027, UNKNOWN
train_test_split .. , 219.5122241973877, 2368.9467906951904, UNKNOWN
train_test_split .. , 13.35287094116211, 13.35287094116211, UNKNOWN
train_test_split .. , 797.8119850158691, 811.1648559570312, UNKNOWN
train_test_split .. , 104.20417785644531, 915.3690338134766, UNKNOWN
train_test_split .. , 15.853643417358398, 15.853643417358398, UNKNOWN
train_test_split .. , 886.772632598877, 902.6262760162354, UNKNOWN
train_test_split .. , 121.0176944732666, 1023.643970489502, UNKNOWN
train_test_split .. , 15.26784896850586, 15.26784896850586, UNKNOWN
train_test_split .. , 909.4059467315674, 924.6737957000732, UNKNOWN
train_test_split .. , 112.8394603729248, 1037.513256072998, UNKNOWN
train_test_split .. , 40.67635536193848, 1078.1896114349365, UNKNOWN
train_test_split .. , 1262.8586292266846, 2341.048240661621, UNKNOWN
train_test_split .. , 235.5813980102539, 2576.629638671875, UNKNOWN
train_test_split .. , 16.40176773071289, 16.40176773071289, UNKNOWN
train_test_split .. , 966.5756225585938, 982.9773902893066, UNKNOWN
train_test_split .. , 120.19133567810059, 1103.1687259674072, UNKNOWN
train_test_split .. , 38.5286808013916, 1141.6974067687988, UNKNOWN
train_test_split .. , 1287.0051860809326, 2428.7025928497314, UNKNOWN
train_test_split .. , 232.44547843933105, 2661.1480712890625, UNKNOWN
train_test_split .. , 14.26553726196289, 14.26553726196289, UNKNOWN
train_test_split .. , 843.6989784240723, 857.9645156860352, UNKNOWN
train_test_split .. , 103.74093055725098, 961.7054462432861, UNKNOWN
train_test_split .. , 35.283803939819336, 996.9892501831055, UNKNOWN
train_test_split .. , 1154.3378829956055, 2151.327133178711, UNKNOWN
train_test_split .. , 207.50188827514648, 2358.8290214538574, UNKNOWN
train_test_split .. , 13.025283813476562, 13.025283813476562, UNKNOWN
train_test_split .. , 891.5255069732666, 904.5507907867432, UNKNOWN
train_test_split .. , 99.0135669708252, 1003.5643577575684, UNKNOWN
train_test_split .. , 13.550996780395508, 13.550996780395508, UNKNOWN
train_test_split .. , 780.6732654571533, 794.2242622375488, UNKNOWN
train_test_split .. , 103.49774360656738, 897.7220058441162, UNKNOWN
train_test_split .. , 11.762619018554688, 11.762619018554688, UNKNOWN
train_test_split .. , 776.0047912597656, 787.7674102783203, UNKNOWN
train_test_split .. , 106.55713081359863, 894.324541091919, UNKNOWN
train_test_split .. , 11.049747467041016, 11.049747467041016, UNKNOWN
train_test_split .. , 868.2336807250977, 879.2834281921387, UNKNOWN
train_test_split .. , 112.3960018157959, 991.6794300079346, UNKNOWN
train_test_split .. , 20.566463470458984, 20.566463470458984, UNKNOWN
train_test_split .. , 902.4240970611572, 922.9905605316162, UNKNOWN
train_test_split .. , 118.05605888366699, 1041.0466194152832, UNKNOWN
train_test_split .. , 13.538599014282227, 13.538599014282227, UNKNOWN
train_test_split .. , 872.3764419555664, 885.9150409698486, UNKNOWN
train_test_split .. , 99.13206100463867, 985.0471019744873, UNKNOWN
train_test_split .. , 16.766786575317383, 16.766786575317383, UNKNOWN
train_test_split .. , 1099.0896224975586, 1115.856409072876, UNKNOWN
train_test_split .. , 101.23729705810547, 1217.0937061309814, UNKNOWN
train_test_split .. , 12.026548385620117, 12.026548385620117, UNKNOWN
train_test_split .. , 773.5908031463623, 785.6173515319824, UNKNOWN
train_test_split .. , 101.8836498260498, 887.5010013580322, UNKNOWN
train_test_split .. , 13.137340545654297, 13.137340545654297, UNKNOWN
train_test_split .. , 759.8636150360107, 773.000955581665, UNKNOWN
train_test_split .. , 97.37849235534668, 870.3794479370117, UNKNOWN
train_test_split .. , 16.09015464782715, 16.09015464782715, UNKNOWN
train_test_split .. , 778.9387702941895, 795.0289249420166, UNKNOWN
train_test_split .. , 95.54409980773926, 890.5730247497559, UNKNOWN
train_test_split .. , 13.100624084472656, 13.100624084472656, UNKNOWN
train_test_split .. , 747.0834255218506, 760.1840496063232, UNKNOWN
train_test_split .. , 95.95179557800293, 856.1358451843262, UNKNOWN
train_test_split .. , 13.048410415649414, 13.048410415649414, UNKNOWN
train_test_split .. , 834.0678215026855, 847.116231918335, UNKNOWN
train_test_split .. , 106.06861114501953, 953.1848430633545, UNKNOWN
train_test_split .. , 12.572288513183594, 12.572288513183594, UNKNOWN
train_test_split .. , 860.6791496276855, 873.2514381408691, UNKNOWN
train_test_split .. , 99.36976432800293, 972.6212024688721, UNKNOWN
train_test_split .. , 14.116764068603516, 14.116764068603516, UNKNOWN
train_test_split .. , 874.9613761901855, 889.0781402587891, UNKNOWN
train_test_split .. , 99.12300109863281, 988.2011413574219, UNKNOWN
train_test_split .. , 15.62952995300293, 15.62952995300293, UNKNOWN
train_test_split .. , 768.8939571380615, 784.5234870910645, UNKNOWN
train_test_split .. , 99.96390342712402, 884.4873905181885, UNKNOWN
train_test_split .. , 43.149471282958984, 927.6368618011475, UNKNOWN
train_test_split .. , 1067.2571659088135, 1994.894027709961, UNKNOWN
train_test_split .. , 191.10751152038574, 2186.0015392303467, UNKNOWN
train_test_split .. , 9.598970413208008, 9.598970413208008, UNKNOWN
train_test_split .. , 880.0497055053711, 889.6486759185791, UNKNOWN
train_test_split .. , 95.25489807128906, 984.9035739898682, UNKNOWN
train_test_split .. , 10.105609893798828, 10.105609893798828, UNKNOWN
train_test_split .. , 763.1163597106934, 773.2219696044922, UNKNOWN
train_test_split .. , 97.98717498779297, 871.2091445922852, UNKNOWN
train_test_split .. , 12.112617492675781, 12.112617492675781, UNKNOWN
train_test_split .. , 789.3717288970947, 801.4843463897705, UNKNOWN
train_test_split .. , 100.27813911437988, 901.7624855041504, UNKNOWN
train_test_split .. , 10.546207427978516, 10.546207427978516, UNKNOWN
train_test_split .. , 718.5094356536865, 729.055643081665, UNKNOWN
train_test_split .. , 88.56511116027832, 817.6207542419434, UNKNOWN
train_test_split .. , 12.53366470336914, 12.53366470336914, UNKNOWN
train_test_split .. , 794.647216796875, 807.1808815002441, UNKNOWN
train_test_split .. , 101.23586654663086, 908.416748046875, UNKNOWN
train_test_split .. , 10.034561157226562, 10.034561157226562, UNKNOWN
train_test_split .. , 791.435956954956, 801.4705181121826, UNKNOWN
train_test_split .. , 91.68696403503418, 893.1574821472168, UNKNOWN
train_test_split .. , 11.74020767211914, 11.74020767211914, UNKNOWN
train_test_split .. , 957.7951431274414, 969.5353507995605, UNKNOWN
train_test_split .. , 96.89569473266602, 1066.4310455322266, UNKNOWN
train_test_split .. , 12.538909912109375, 12.538909912109375, UNKNOWN
train_test_split .. , 743.5483932495117, 756.0873031616211, UNKNOWN
train_test_split .. , 98.88100624084473, 854.9683094024658, UNKNOWN
train_test_split .. , 10.030269622802734, 10.030269622802734, UNKNOWN
train_test_split .. , 786.7558002471924, 796.7860698699951, UNKNOWN
train_test_split .. , 92.00406074523926, 888.7901306152344, UNKNOWN
train_test_split .. , 10.517358779907227, 10.517358779907227, UNKNOWN
train_test_split .. , 890.2442455291748, 900.761604309082, UNKNOWN
train_test_split .. , 102.40411758422852, 1003.1657218933105, UNKNOWN
train_test_split .. , 20.52927017211914, 20.52927017211914, UNKNOWN
train_test_split .. , 916.3641929626465, 936.8934631347656, UNKNOWN
train_test_split .. , 98.39987754821777, 1035.2933406829834, UNKNOWN
train_test_split .. , 14.086246490478516, 14.086246490478516, UNKNOWN
train_test_split .. , 1003.2527446746826, 1017.3389911651611, UNKNOWN
train_test_split .. , 105.1185131072998, 1122.457504272461, UNKNOWN
train_test_split .. , 47.88517951965332, 1170.3426837921143, UNKNOWN
train_test_split .. , 1246.0925579071045, 2416.4352416992188, UNKNOWN
train_test_split .. , 241.2874698638916, 2657.7227115631104, UNKNOWN
train_test_split .. , 12.541055679321289, 12.541055679321289, UNKNOWN
train_test_split .. , 914.2131805419922, 926.7542362213135, UNKNOWN
train_test_split .. , 96.93169593811035, 1023.6859321594238, UNKNOWN
train_test_split .. , 40.27819633483887, 1063.9641284942627, UNKNOWN
train_test_split .. , 1291.9988632202148, 2355.9629917144775, UNKNOWN
train_test_split .. , 264.6491527557373, 2620.612144470215, UNKNOWN
train_test_split .. , 12.015819549560547, 12.015819549560547, UNKNOWN
train_test_split .. , 751.084566116333, 763.1003856658936, UNKNOWN
train_test_split .. , 98.12164306640625, 861.2220287322998, UNKNOWN
train_test_split .. , 40.19927978515625, 901.421308517456, UNKNOWN
train_test_split .. , 1069.0927505493164, 1970.5140590667725, UNKNOWN
train_test_split .. , 208.59599113464355, 2179.110050201416, UNKNOWN
train_test_split .. , 12.040853500366211, 12.040853500366211, UNKNOWN
train_test_split .. , 814.3191337585449, 826.3599872589111, UNKNOWN
train_test_split .. , 104.89320755004883, 931.25319480896, UNKNOWN
train_test_split .. , 39.086103439331055, 970.339298248291, UNKNOWN
train_test_split .. , 1136.9121074676514, 2107.2514057159424, UNKNOWN
train_test_split .. , 207.90576934814453, 2315.157175064087, UNKNOWN
train_test_split .. , 10.058403015136719, 10.058403015136719, UNKNOWN
train_test_split .. , 746.2208271026611, 756.2792301177979, UNKNOWN
train_test_split .. , 96.26340866088867, 852.5426387786865, UNKNOWN
train_test_split .. , 42.18769073486328, 894.7303295135498, UNKNOWN
train_test_split .. , 1171.205997467041, 2065.936326980591, UNKNOWN
train_test_split .. , 216.41063690185547, 2282.3469638824463, UNKNOWN
train_test_split .. , 11.686563491821289, 11.686563491821289, UNKNOWN
train_test_split .. , 734.3106269836426, 745.9971904754639, UNKNOWN
train_test_split .. , 93.72353553771973, 839.7207260131836, UNKNOWN
train_test_split .. , 36.41080856323242, 876.131534576416, UNKNOWN
train_test_split .. , 1075.4013061523438, 1951.5328407287598, UNKNOWN
train_test_split .. , 208.4176540374756, 2159.9504947662354, UNKNOWN
train_test_split .. , 16.32213592529297, 16.32213592529297, UNKNOWN
train_test_split .. , 758.3229541778564, 774.6450901031494, UNKNOWN
train_test_split .. , 95.75748443603516, 870.4025745391846, UNKNOWN
train_test_split .. , 37.68348693847656, 908.0860614776611, UNKNOWN
train_test_split .. , 1079.5207023620605, 1987.6067638397217, UNKNOWN
train_test_split .. , 200.11258125305176, 2187.7193450927734, UNKNOWN
train_test_split .. , 12.128353118896484, 2199.84769821167, UNKNOWN
train_test_split .. , 754.4350624084473, 2954.282760620117, UNKNOWN
train_test_split .. , 12.533903121948242, 12.533903121948242, UNKNOWN
train_test_split .. , 839.8497104644775, 852.3836135864258, UNKNOWN
train_test_split .. , 108.04390907287598, 960.4275226593018, UNKNOWN
train_test_split .. , 14.559030532836914, 14.559030532836914, UNKNOWN
train_test_split .. , 841.4409160614014, 855.9999465942383, UNKNOWN
train_test_split .. , 108.11209678649902, 964.1120433807373, UNKNOWN
train_test_split .. , 44.150590896606445, 1008.2626342773438, UNKNOWN
train_test_split .. , 1297.6343631744385, 2305.896997451782, UNKNOWN
train_test_split .. , 225.82244873046875, 2531.719446182251, UNKNOWN
train_test_split .. , 32.09733963012695, 32.09733963012695, UNKNOWN
train_test_split .. , 968.1859016418457, 1000.2832412719727, UNKNOWN
train_test_split .. , 126.26409530639648, 1126.5473365783691, UNKNOWN
train_test_split .. , 49.002885818481445, 1175.5502223968506, UNKNOWN
train_test_split .. , 1266.1640644073486, 2441.714286804199, UNKNOWN
train_test_split .. , 218.80531311035156, 2660.519599914551, UNKNOWN
train_test_split .. , 12.04061508178711, 12.04061508178711, UNKNOWN
train_test_split .. , 812.4964237213135, 824.5370388031006, UNKNOWN
train_test_split .. , 103.17111015319824, 927.7081489562988, UNKNOWN
train_test_split .. , 47.62458801269531, 975.3327369689941, UNKNOWN
train_test_split .. , 1197.1795558929443, 2172.5122928619385, UNKNOWN
train_test_split .. , 208.76646041870117, 2381.2787532806396, UNKNOWN
train_test_split .. , 11.593818664550781, 11.593818664550781, UNKNOWN
train_test_split .. , 807.4419498443604, 819.0357685089111, UNKNOWN
train_test_split .. , 108.44540596008301, 927.4811744689941, UNKNOWN
train_test_split .. , 41.12958908081055, 968.6107635498047, UNKNOWN
train_test_split .. , 1165.4369831085205, 2134.047746658325, UNKNOWN
train_test_split .. , 234.09557342529297, 2368.143320083618, UNKNOWN
train_test_split .. , 10.036706924438477, 10.036706924438477, UNKNOWN
train_test_split .. , 817.2590732574463, 827.2957801818848, UNKNOWN
train_test_split .. , 96.28081321716309, 923.5765933990479, UNKNOWN
train_test_split .. , 43.14446449279785, 966.7210578918457, UNKNOWN
train_test_split .. , 1093.7485694885254, 2060.469627380371, UNKNOWN
train_test_split .. , 198.84824752807617, 2259.3178749084473, UNKNOWN
train_test_split .. , 12.083768844604492, 12.083768844604492, UNKNOWN
train_test_split .. , 774.1756439208984, 786.2594127655029, UNKNOWN
train_test_split .. , 105.4530143737793, 891.7124271392822, UNKNOWN
train_test_split .. , 40.57908058166504, 932.2915077209473, UNKNOWN
train_test_split .. , 1121.8907833099365, 2054.182291030884, UNKNOWN
train_test_split .. , 228.7755012512207, 2282.9577922821045, UNKNOWN
train_test_split .. , 15.543699264526367, 15.543699264526367, UNKNOWN
train_test_split .. , 887.0754241943359, 902.6191234588623, UNKNOWN
train_test_split .. , 100.2645492553711, 1002.8836727142334, UNKNOWN
train_test_split .. , 50.70137977600098, 1053.5850524902344, UNKNOWN
train_test_split .. , 1236.83500289917, 2290.4200553894043, UNKNOWN
train_test_split .. , 274.90949630737305, 2565.3295516967773, UNKNOWN
train_test_split .. , 11.5203857421875, 11.5203857421875, UNKNOWN
train_test_split .. , 786.0434055328369, 797.5637912750244, UNKNOWN
train_test_split .. , 105.50165176391602, 903.0654430389404, UNKNOWN
train_test_split .. , 43.678998947143555, 946.744441986084, UNKNOWN
train_test_split .. , 1118.7334060668945, 2065.4778480529785, UNKNOWN
train_test_split .. , 214.96200561523438, 2280.439853668213, UNKNOWN
train_test_split .. , 971.3656902313232, 971.3656902313232, UNKNOWN
train_test_split .. , 1334.9683284759521, 2306.3340187072754, UNKNOWN
train_test_split .. , 161.851167678833, 2468.1851863861084, UNKNOWN
train_test_split .. , 258.7587833404541, 2726.9439697265625, UNKNOWN
train_test_split .. , 1192.803144454956, 3919.7471141815186, UNKNOWN
train_test_split .. , 230.21435737609863, 4149.961471557617, UNKNOWN
train_test_split .. , 10.614395141601562, 10.614395141601562, UNKNOWN
train_test_split .. , 770.8826065063477, 781.4970016479492, UNKNOWN
train_test_split .. , 92.34905242919922, 873.8460540771484, UNKNOWN
train_test_split .. , 45.63021659851074, 919.4762706756592, UNKNOWN
train_test_split .. , 1053.2598495483398, 1972.736120223999, UNKNOWN
train_test_split .. , 195.64223289489746, 2168.3783531188965, UNKNOWN
train_test_split .. , 8.023262023925781, 8.023262023925781, UNKNOWN
train_test_split .. , 806.5621852874756, 814.5854473114014, UNKNOWN
train_test_split .. , 105.46326637268066, 920.048713684082, UNKNOWN
train_test_split .. , 40.65346717834473, 960.7021808624268, UNKNOWN
train_test_split .. , 1095.9537029266357, 2056.6558837890625, UNKNOWN
train_test_split .. , 204.60247993469238, 2261.258363723755, UNKNOWN
train_test_split .. , 10.108232498168945, 10.108232498168945, UNKNOWN
train_test_split .. , 903.179407119751, 913.2876396179199, UNKNOWN
train_test_split .. , 128.96323204040527, 1042.2508716583252, UNKNOWN
train_test_split .. , 10.11800765991211, 10.11800765991211, UNKNOWN
train_test_split .. , 744.7128295898438, 754.8308372497559, UNKNOWN
train_test_split .. , 97.64719009399414, 852.47802734375, UNKNOWN
train_test_split .. , 13.352394104003906, 13.352394104003906, UNKNOWN
train_test_split .. , 857.6345443725586, 870.9869384765625, UNKNOWN
train_test_split .. , 107.58757591247559, 978.5745143890381, UNKNOWN
train_test_split .. , 12.962102890014648, 12.962102890014648, UNKNOWN
train_test_split .. , 794.0011024475098, 806.9632053375244, UNKNOWN
train_test_split .. , 97.47624397277832, 904.4394493103027, UNKNOWN
train_test_split .. , 44.5253849029541, 948.9648342132568, UNKNOWN
train_test_split .. , 11.61813735961914, 11.61813735961914, UNKNOWN
train_test_split .. , 777.167558670044, 788.7856960296631, UNKNOWN
train_test_split .. , 106.64081573486328, 895.4265117645264, UNKNOWN
train_test_split .. , 39.34884071350098, 934.7753524780273, UNKNOWN
train_test_split .. , 14.532327651977539, 14.532327651977539, UNKNOWN
train_test_split .. , 790.7207012176514, 805.2530288696289, UNKNOWN
train_test_split .. , 101.14145278930664, 906.3944816589355, UNKNOWN
train_test_split .. , 13.529062271118164, 13.529062271118164, UNKNOWN
train_test_split .. , 886.6875171661377, 900.2165794372559, UNKNOWN
train_test_split .. , 96.40741348266602, 996.6239929199219, UNKNOWN
train_test_split .. , 48.72417449951172, 1045.3481674194336, UNKNOWN
train_test_split .. , 1243.828535079956, 2289.1767024993896, UNKNOWN
train_test_split .. , 262.8438472747803, 2552.02054977417, UNKNOWN
train_test_split .. , 3.0024051666259766, 3.0024051666259766, UNKNOWN
train_test_split .. , 863.9605045318604, 866.9629096984863, UNKNOWN
train_test_split .. , 123.58951568603516, 990.5524253845215, UNKNOWN
train_test_split .. , 2.9997825622558594, 2.9997825622558594, UNKNOWN
train_test_split .. , 899.9600410461426, 902.9598236083984, UNKNOWN
train_test_split .. , 97.8555679321289, 1000.8153915405273, UNKNOWN
train_test_split .. , 3.5064220428466797, 3.5064220428466797, UNKNOWN
train_test_split .. , 924.7658252716064, 928.2722473144531, UNKNOWN
train_test_split .. , 110.66246032714844, 1038.9347076416016, UNKNOWN
train_test_split .. , 31.908512115478516, 1070.84321975708, UNKNOWN
train_test_split .. , 1107.731819152832, 2178.575038909912, UNKNOWN
train_test_split .. , 233.55603218078613, 2412.1310710906982, UNKNOWN
train_test_split .. , 4.508495330810547, 4.508495330810547, UNKNOWN
train_test_split .. , 956.411600112915, 960.9200954437256, UNKNOWN
train_test_split .. , 90.90757369995117, 1051.8276691436768, UNKNOWN
train_test_split .. , 3.0035972595214844, 3.0035972595214844, UNKNOWN
train_test_split .. , 926.959753036499, 929.9633502960205, UNKNOWN
train_test_split .. , 106.54163360595703, 1036.5049839019775, UNKNOWN
train_test_split .. , 0.0, 0.0, UNKNOWN
train_test_split .. , 1035.0394248962402, 1035.0394248962402, UNKNOWN
train_test_split .. , 97.74899482727051, 1132.7884197235107, UNKNOWN
train_test_split .. , 6.2122344970703125, 6.2122344970703125, UNKNOWN
train_test_split .. , 1043.6697006225586, 1049.881935119629, UNKNOWN
train_test_split .. , 105.00240325927734, 1154.8843383789062, UNKNOWN
train_test_split .. , 2.523183822631836, 2.523183822631836, UNKNOWN
train_test_split .. , 936.7532730102539, 939.2764568328857, UNKNOWN
train_test_split .. , 94.13528442382812, 1033.4117412567139, UNKNOWN
train_test_split .. , 3.553152084350586, 3.553152084350586, UNKNOWN
train_test_split .. , 1055.9701919555664, 1059.523344039917, UNKNOWN
train_test_split .. , 129.54258918762207, 1189.065933227539, UNKNOWN
train_test_split .. , 0.0, 0.0, UNKNOWN
train_test_split .. , 865.0498390197754, 865.0498390197754, UNKNOWN
train_test_split .. , 97.46503829956055, 962.5148773193359, UNKNOWN
